Category,Rating,Reviews,Installs,Type,Content Rating,Genres,Android Ver,Price in Dollars,Size(in MBs),Days Since Last Update,Update Freshness
SPORTS,4.6,969,10000,Free,Everyone,Sports,4.0,0.0,3.6,1448,Outdated
TOOLS,3.6,1166,100000,Free,Everyone,Tools,4.0,0.0,0.34,1227,Outdated
PHOTOGRAPHY,4.0,802,100000,Free,Everyone,Photography,2.3,0.0,5.1,462,Outdated
GAME,4.1,1686,100000,Free,Teen,Casino,2.3,0.0,4.6,1206,Outdated
LIFESTYLE,4.0,41747,5000000,Free,Everyone,Lifestyle,4.1,0.0,39.0,573,Outdated
COMMUNICATION,Unrated,6,1000,Free,Teen,Communication,4.1,0.0,31.0,9,Recently Updated
LIFESTYLE,2.8,17,5000,Free,Everyone,Lifestyle,4.4,0.0,3.1,10,Recently Updated
NEWS_AND_MAGAZINES,Unrated,19,5000,Free,Everyone,News & Magazines,4.4,0.0,17.0,232,Moderately Updated
TOOLS,4.2,928,10000,Paid,Everyone,Tools,2.2,1.99,0.37,1602,Outdated
LIFESTYLE,5.0,1,50,Free,Everyone,Lifestyle,4.1,0.0,3.2,24,Recently Updated
FAMILY,5.0,13,100,Free,Everyone,Entertainment,4.4,0.0,2.1,32,Recently Updated
BUSINESS,Unrated,1,50,Free,Everyone,Business,4.4,0.0,30.0,163,Moderately Updated
PERSONALIZATION,Unrated,1,50,Paid,Everyone,Personalization,2.2,4.85,14.0,1792,Outdated
TOOLS,Unrated,4,100,Free,Everyone,Tools,4.2,0.0,12.0,731,Outdated
TOOLS,4.3,534,100000,Free,Everyone,Tools,4.0,0.0,3.0,46,Recently Updated
PHOTOGRAPHY,4.3,20,1000,Free,Everyone,Photography,2.3,0.0,4.8,579,Outdated
FOOD_AND_DRINK,4.5,41,500,Free,Teen,Food & Drink,5.0,0.0,4.0,22,Recently Updated
TOOLS,5.0,6,100,Free,Everyone,Tools,4.2,0.0,11.0,1096,Outdated
FAMILY,4.4,634,100000,Free,Everyone,Education,2.3,0.0,1.8,337,Moderately Updated
LIFESTYLE,5.0,19,1000,Free,Everyone,Lifestyle,4.1,0.0,3.1,244,Moderately Updated
PRODUCTIVITY,Unrated,0,10,Free,Everyone,Productivity,4.4,0.0,33.0,44,Recently Updated
SOCIAL,4.7,549,10000,Free,Teen,Social,3.0,0.0,17.0,770,Outdated
HEALTH_AND_FITNESS,2.2,4,1000,Free,Everyone,Health & Fitness,4.0,0.0,28.0,188,Moderately Updated
SOCIAL,4.6,308,10000,Free,Everyone,Social,3.0,0.0,0.44,1155,Outdated
LIFESTYLE,4.6,9,1000,Free,Everyone,Lifestyle,4.1,0.0,3.1,243,Moderately Updated
VIDEO_PLAYERS,4.6,277,10000,Free,Everyone,Video Players & Editors,2.3,0.0,6.8,753,Outdated
FAMILY,4.4,30,5000,Free,Everyone,Entertainment,4.0,0.0,99.0,130,Moderately Updated
FAMILY,3.8,125,10000,Free,Everyone,Casual,4.0,0.0,17.0,533,Outdated
FAMILY,3.6,445,50000,Free,Everyone,Casual,2.2,0.0,12.0,1235,Outdated
LIFESTYLE,4.9,301,10000,Free,Everyone,Lifestyle,4.4,0.0,25.0,18,Recently Updated
FAMILY,4.8,160,10000,Free,Everyone,Entertainment,2.3,0.0,13.0,521,Outdated
BUSINESS,Unrated,0,5,Paid,Everyone,Business,4.1,0.99,2.1,235,Moderately Updated
FAMILY,4.4,150,10000,Free,Everyone,Entertainment,4.0,0.0,5.9,58,Recently Updated
BUSINESS,5.0,8,100,Free,Everyone,Business,4.1,0.0,3.7,64,Recently Updated
FAMILY,4.8,100,5000,Free,Everyone,Education,4.4,0.0,4.5,3,Recently Updated
FINANCE,Unrated,1,100,Free,Everyone,Finance,4.1,0.0,4.1,917,Outdated
EVENTS,Unrated,1,100,Free,Everyone,Events,4.1,0.0,11.0,55,Recently Updated
FAMILY,4.6,106,10000,Free,Everyone,Education,2.2,0.0,3.9,627,Outdated
LIFESTYLE,5.0,10,1000,Free,Everyone,Lifestyle,4.1,0.0,3.0,206,Moderately Updated
FAMILY,4.6,222,10000,Free,Everyone,Entertainment,2.1,0.0,1.4,913,Outdated
FINANCE,5.0,4,50,Free,Everyone,Finance,4.4,0.0,11.0,75,Recently Updated
COMMUNICATION,Unrated,0,5,Free,Everyone,Communication,4.1,0.0,12.0,355,Moderately Updated
GAME,4.5,415,10000,Free,Mature 17+,Adventure,4.1,0.0,52.0,33,Recently Updated
FAMILY,4.0,2614,100000,Free,Mature 17+,Simulation,2.2,0.0,6.3,1212,Outdated
FAMILY,4.6,2683,10000,Free,Mature 17+,Simulation,4.0,0.0,25.0,54,Recently Updated
COMICS,4.8,33783,1000000,Free,Teen,Comics,4.1,0.0,6.4,11,Recently Updated
MAPS_AND_NAVIGATION,3.9,230,10000,Free,Everyone,Maps & Navigation,4.1,0.0,12.0,26,Recently Updated
GAME,4.4,1563,50000,Free,Teen,Adventure,4.0,0.0,40.0,405,Outdated
GAME,4.1,355,10000,Free,Teen,Adventure,4.1,0.0,53.0,29,Recently Updated
FAMILY,4.7,6073,100000,Free,Mature 17+,Simulation,2.3,0.0,8.5,164,Moderately Updated
TOOLS,4.0,9,1000,Free,Everyone,Tools,4.0,0.0,33.0,72,Recently Updated
COMICS,4.4,190,10000,Free,Everyone,Comics,3.0,0.0,34.0,264,Moderately Updated
SHOPPING,5.0,21,100,Free,Everyone,Shopping,4.2,0.0,2.5,281,Moderately Updated
PHOTOGRAPHY,3.5,52,10000,Free,Everyone,Photography,2.3,0.0,1.8,720,Outdated
PHOTOGRAPHY,Unrated,4,100,Paid,Everyone,Photography,2.3,3.99,1.4,720,Outdated
FAMILY,4.5,1318,50000,Free,Teen,Simulation,4.1,0.0,24.0,156,Moderately Updated
TRAVEL_AND_LOCAL,4.1,98,5000,Free,Everyone,Travel & Local,4.3,0.0,2.0,22,Recently Updated
TOOLS,Unrated,1,50,Paid,Everyone,Tools,1.5,1.99,0.41,1482,Outdated
TOOLS,4.3,15,100,Paid,Everyone,Tools,2.3,3.99,1.2,1525,Outdated
PERSONALIZATION,4.4,18,500,Paid,Everyone,Personalization,2.1,2.0,2.1,1864,Outdated
PHOTOGRAPHY,Unrated,4,100,Free,Everyone,Photography,4.1,0.0,16.0,421,Outdated
WEATHER,Unrated,15,1000,Free,Everyone,Weather,4.4,0.0,10.0,534,Outdated
FINANCE,Unrated,3,100,Free,Everyone,Finance,4.0,0.0,5.5,21,Recently Updated
HEALTH_AND_FITNESS,Unrated,0,5,Free,Everyone,Health & Fitness,4.1,0.0,41.0,344,Moderately Updated
PERSONALIZATION,4.0,289,10000,Free,Everyone,Personalization,2.1,0.0,2.7,1920,Outdated
FINANCE,4.3,23,1000,Free,Everyone,Finance,5.0,0.0,93.0,7,Recently Updated
GAME,4.0,267,10000,Paid,Everyone,Action,4.0,1.99,40.0,537,Outdated
COMMUNICATION,Unrated,0,50,Free,Everyone,Communication,2.1,0.0,4.3,110,Moderately Updated
GAME,Unrated,3,10,Free,Everyone,Arcade,4.4,0.0,2.9,836,Outdated
TOOLS,4.3,33,500,Paid,Everyone,Tools,2.3,3.99,1.0,1260,Outdated
PERSONALIZATION,4.2,279,10000,Free,Everyone,Personalization,2.1,0.0,1.1,1920,Outdated
LIFESTYLE,3.2,320,50000,Free,Everyone,Lifestyle,4.2,0.0,31.0,238,Moderately Updated
SPORTS,3.9,9765,1000000,Free,Everyone,Sports,2.3,0.0,14.0,464,Outdated
FINANCE,4.2,798,50000,Free,Everyone,Finance,4.0,0.0,29.0,217,Moderately Updated
SPORTS,3.7,84,1000,Paid,Everyone,Sports,4.4,2.99,6.3,113,Moderately Updated
FINANCE,3.5,196,10000,Free,Everyone,Finance,4.1,0.0,27.0,353,Moderately Updated
TOOLS,4.9,83,500,Paid,Everyone,Tools,5.0,3.99,3.1,68,Recently Updated
COMMUNICATION,3.3,78,10000,Free,Everyone,Communication,6.0,0.0,2.5,130,Moderately Updated
BOOKS_AND_REFERENCE,4.9,659,10000,Free,Everyone,Books & Reference,4.0,0.0,5.0,345,Moderately Updated
SPORTS,3.4,1520,50000,Free,Everyone,Sports,4.4,0.0,6.3,113,Moderately Updated
BOOKS_AND_REFERENCE,Unrated,2,100,Free,Everyone,Books & Reference,4.0,0.0,7.8,373,Outdated
SPORTS,4.5,2710,100000,Free,Everyone,Sports,4.1,0.0,4.8,254,Moderately Updated
FAMILY,5.0,6,1000,Free,Everyone,Education,4.1,0.0,9.2,196,Moderately Updated
AUTO_AND_VEHICLES,3.5,2,100,Free,Everyone,Auto & Vehicles,5.0,0.0,34.0,61,Recently Updated
SOCIAL,Unrated,0,10,Free,Teen,Social,4.4,0.0,8.1,645,Outdated
HEALTH_AND_FITNESS,4.4,622,10000,Free,Everyone,Health & Fitness,4.4,0.0,2.5,91,Moderately Updated
SHOPPING,3.7,192,100000,Free,Everyone,Shopping,4.1,0.0,36.0,5,Recently Updated
SHOPPING,Unrated,0,5,Free,Everyone,Shopping,4.1,0.0,10.0,281,Moderately Updated
MEDICAL,Unrated,3,100,Free,Everyone,Medical,4.3,0.0,10.0,121,Moderately Updated
SPORTS,4.3,1879,100000,Free,Everyone,Sports,4.1,0.0,4.4,545,Outdated
HEALTH_AND_FITNESS,4.9,42,1000,Free,Everyone,Health & Fitness,4.1,0.0,18.0,58,Recently Updated
SHOPPING,Unrated,1,500,Free,Everyone,Shopping,4.1,0.0,16.0,147,Moderately Updated
PRODUCTIVITY,Unrated,2,10,Free,Everyone,Productivity,4.3,0.0,22.0,96,Moderately Updated
FAMILY,Unrated,0,10,Free,Everyone,Entertainment,2.2,0.0,26.0,361,Moderately Updated
HEALTH_AND_FITNESS,5.0,3,100,Free,Everyone,Health & Fitness,4.1,0.0,9.3,303,Moderately Updated
FAMILY,Unrated,2,1000,Free,Everyone,Educational,4.0,0.0,28.0,595,Outdated
PRODUCTIVITY,Unrated,7,50,Free,Everyone,Productivity,4.1,0.0,10.0,20,Recently Updated
SPORTS,4.4,328,10000,Free,Everyone,Sports,4.4,0.0,11.0,8,Recently Updated
MEDICAL,1.0,1,100,Free,Everyone,Medical,4.3,0.0,2.3,602,Outdated
SPORTS,4.5,117,1000,Paid,Everyone,Sports,4.1,0.99,4.4,545,Outdated
BOOKS_AND_REFERENCE,Unrated,0,100,Free,Everyone,Books & Reference,4.0,0.0,8.0,376,Outdated
PRODUCTIVITY,4.0,2,10,Free,Everyone,Productivity,4.1,0.0,10.0,15,Recently Updated
TOOLS,5.0,1,10,Free,Everyone,Tools,4.4,0.0,3.7,26,Recently Updated
GAME,4.9,59,500,Free,Everyone,Word,4.4,0.0,21.0,47,Recently Updated
SPORTS,4.7,163,1000,Paid,Everyone,Sports,4.1,0.99,4.6,306,Moderately Updated
FINANCE,3.9,8185,500000,Free,Everyone,Finance,4.4,0.0,45.0,33,Recently Updated
FAMILY,Unrated,53,5000,Free,Everyone,Entertainment,4.4,0.0,4.2,208,Moderately Updated
SHOPPING,3.2,661,100000,Free,Everyone,Shopping,4.1,0.0,7.6,142,Moderately Updated
BOOKS_AND_REFERENCE,3.5,2539,500000,Free,Everyone,Books & Reference,4.1,0.0,8.6,13,Recently Updated
FINANCE,3.7,913,100000,Free,Everyone,Finance,1.5,0.0,0.07,2210,Outdated
BUSINESS,3.0,597,100000,Free,Everyone,Business,5.0,0.0,17.0,27,Recently Updated
LIBRARIES_AND_DEMO,4.2,78,10000,Free,Everyone,Libraries & Demo,1.6,0.0,0.79,549,Outdated
LIBRARIES_AND_DEMO,4.1,142,10000,Free,Everyone,Libraries & Demo,1.6,0.0,0.43,549,Outdated
LIBRARIES_AND_DEMO,4.0,45,5000,Free,Everyone,Libraries & Demo,1.6,0.0,0.82,549,Outdated
FINANCE,3.1,72,10000,Free,Everyone,Finance,4.0,0.0,2.4,176,Moderately Updated
LIBRARIES_AND_DEMO,4.4,34,1000,Free,Everyone,Libraries & Demo,1.6,0.0,0.41,549,Outdated
SPORTS,3.2,4,100,Free,Everyone,Sports,4.3,0.0,5.6,83,Recently Updated
LIBRARIES_AND_DEMO,3.9,71,10000,Free,Everyone,Libraries & Demo,1.6,0.0,0.4,549,Outdated
LIBRARIES_AND_DEMO,4.2,86,10000,Free,Everyone,Libraries & Demo,1.6,0.0,0.45,549,Outdated
BOOKS_AND_REFERENCE,4.7,146,5000,Free,Everyone,Books & Reference,4.4,0.0,34.0,100,Moderately Updated
LIBRARIES_AND_DEMO,4.0,24,1000,Free,Everyone,Libraries & Demo,1.6,0.0,0.47,549,Outdated
BUSINESS,Unrated,2,100,Free,Teen,Business,4.1,0.0,10.0,314,Moderately Updated
PRODUCTIVITY,Unrated,0,10,Free,Everyone,Productivity,2.3,0.0,6.2,244,Moderately Updated
LIBRARIES_AND_DEMO,4.0,45,5000,Free,Everyone,Libraries & Demo,1.6,0.0,0.33,549,Outdated
LIBRARIES_AND_DEMO,4.1,120,10000,Free,Everyone,Libraries & Demo,1.6,0.0,0.76,549,Outdated
LIBRARIES_AND_DEMO,4.4,30,5000,Free,Everyone,Libraries & Demo,1.6,0.0,0.7,549,Outdated
LIBRARIES_AND_DEMO,4.0,50,5000,Free,Everyone,Libraries & Demo,1.6,0.0,0.42,549,Outdated
LIBRARIES_AND_DEMO,3.9,131,10000,Free,Everyone,Libraries & Demo,1.6,0.0,0.42,549,Outdated
LIBRARIES_AND_DEMO,3.6,7,1000,Free,Everyone,Libraries & Demo,1.6,0.0,0.19,549,Outdated
LIBRARIES_AND_DEMO,Unrated,21,5000,Free,Everyone,Libraries & Demo,1.6,0.0,0.2,549,Outdated
COMMUNICATION,Unrated,23,1000,Free,Everyone,Communication,2.3,0.0,13.0,252,Moderately Updated
PRODUCTIVITY,4.6,27,1000,Free,Everyone,Productivity,4.0,0.0,2.5,429,Outdated
BUSINESS,Unrated,0,50,Free,Everyone,Business,4.1,0.0,8.9,308,Moderately Updated
LIBRARIES_AND_DEMO,4.4,63,5000,Free,Everyone,Libraries & Demo,1.6,0.0,0.41,549,Outdated
LIBRARIES_AND_DEMO,4.3,15,1000,Free,Everyone,Libraries & Demo,1.6,0.0,0.45,549,Outdated
GAME,4.5,514,5000,Paid,Teen,Adventure,4.0,6.99,5.9,65,Recently Updated
LIBRARIES_AND_DEMO,4.1,66,10000,Free,Everyone,Libraries & Demo,1.6,0.0,0.71,549,Outdated
LIBRARIES_AND_DEMO,3.8,18,1000,Free,Everyone,Libraries & Demo,1.6,0.0,0.48,549,Outdated
LIBRARIES_AND_DEMO,4.1,174,10000,Free,Everyone,Libraries & Demo,1.6,0.0,0.8,549,Outdated
GAME,4.6,144,1000,Paid,Everyone,Adventure,4.0,6.99,6.3,85,Recently Updated
LIBRARIES_AND_DEMO,3.7,83,10000,Free,Everyone,Libraries & Demo,1.6,0.0,0.4,549,Outdated
LIBRARIES_AND_DEMO,3.9,53,10000,Free,Everyone,Libraries & Demo,1.6,0.0,0.33,549,Outdated
LIBRARIES_AND_DEMO,4.4,50,5000,Free,Everyone,Libraries & Demo,1.6,0.0,0.49,549,Outdated
LIFESTYLE,4.5,31,1000,Free,Everyone,Lifestyle,4.1,0.0,2.3,109,Moderately Updated
PRODUCTIVITY,Unrated,0,10,Free,Everyone,Productivity,2.3,0.0,7.5,275,Moderately Updated
GAME,4.4,33661,100000,Paid,Everyone,Card,4.1,2.99,60.0,5,Recently Updated
GAME,3.5,46801,1000000,Free,Everyone,Card,4.1,0.0,60.0,5,Recently Updated
FAMILY,4.5,65,10000,Free,Everyone,Casual,4.0,0.0,24.0,34,Recently Updated
GAME,4.3,1167143,100000000,Free,Everyone,Arcade,4.1,0.0,12.0,322,Moderately Updated
GAME,Unrated,1,100,Paid,Teen,Card,2.2,1.99,11.0,1807,Outdated
FINANCE,3.6,73,10000,Free,Everyone,Finance,4.1,0.0,14.0,659,Outdated
FAMILY,4.0,3,500,Free,Teen,Casual,5.0,0.0,2.2,17,Recently Updated
GAME,3.8,488,100000,Free,Teen,Casino,2.3,0.0,30.0,789,Outdated
GAME,4.4,125578,5000000,Free,Everyone,Action,2.1,0.0,17.0,1129,Outdated
FAMILY,3.8,87734,10000000,Free,Teen,Entertainment,4.1,0.0,32.0,20,Recently Updated
GAME,4.1,14283,1000000,Free,Teen,Casino,4.0,0.0,4.2,311,Moderately Updated
SOCIAL,3.5,20675,1000000,Free,Teen,Social,5.0,0.0,96.0,6,Recently Updated
LIBRARIES_AND_DEMO,Unrated,4,100,Paid,Everyone,Libraries & Demo,4.1,0.99,4.7,730,Outdated
SOCIAL,4.3,51569,1000000,Free,Teen,Social,4.1,0.0,26.0,9,Recently Updated
LIFESTYLE,Unrated,11,1000,Free,Everyone,Lifestyle,4.1,0.0,23.0,482,Outdated
FAMILY,3.8,159398,5000000,Free,Teen,Role Playing,4.2,0.0,28.0,70,Recently Updated
GAME,4.2,152,10000,Free,Teen,Casino,4.1,0.0,16.0,31,Recently Updated
PHOTOGRAPHY,4.6,819694,10000000,Free,Everyone,Photography,4.0,0.0,25.0,43,Recently Updated
GAME,4.5,1243017,50000000,Free,Teen,Action,4.2,0.0,27.0,21,Recently Updated
FAMILY,4.5,66740,1000000,Free,Everyone,Arcade;Action & Adventure,2.3,0.0,23.0,761,Outdated
TRAVEL_AND_LOCAL,3.0,69,10000,Free,Everyone,Travel & Local,5.0,0.0,31.0,58,Recently Updated
HEALTH_AND_FITNESS,2.6,186,10000,Free,Everyone,Health & Fitness,8.0,0.0,25.0,81,Recently Updated
BUSINESS,3.4,25,10000,Free,Everyone,Business,4.1,0.0,16.0,12,Recently Updated
LIFESTYLE,4.0,7808,1000000,Free,Everyone,Lifestyle,2.2,0.0,5.0,1007,Outdated
MEDICAL,4.7,8347,500000,Free,Everyone,Medical,4.0,0.0,2.6,117,Moderately Updated
MEDICAL,4.5,3320,100000,Free,Everyone,Medical,4.1,0.0,8.3,177,Moderately Updated
FAMILY,3.9,174423,10000000,Free,Everyone,Entertainment,4.0,0.0,7.9,6,Recently Updated
HEALTH_AND_FITNESS,Unrated,0,50,Paid,Everyone,Health & Fitness,4.0,5.99,4.6,620,Outdated
MEDICAL,4.0,255,10000,Free,Everyone,Medical,4.2,0.0,16.0,75,Recently Updated
MEDICAL,4.5,309,10000,Free,Everyone,Medical,4.4,0.0,5.9,511,Outdated
MEDICAL,4.0,91,10000,Free,Everyone,Medical,2.1,0.0,0.33,2373,Outdated
BOOKS_AND_REFERENCE,4.4,52,1000,Free,Everyone,Books & Reference,4.0,0.0,2.2,936,Outdated
MEDICAL,1.8,30,500,Free,Everyone,Medical,4.3,0.0,0.87,803,Outdated
HEALTH_AND_FITNESS,4.3,12,1000,Free,Everyone,Health & Fitness,5.0,0.0,0.6,900,Outdated
LIFESTYLE,5.0,3,100,Free,Everyone,Lifestyle,2.2,0.0,1.5,1362,Outdated
HEALTH_AND_FITNESS,5.0,1,50,Free,Everyone,Health & Fitness,5.0,0.0,12.0,121,Moderately Updated
BUSINESS,Unrated,0,100,Free,Everyone,Business,4.1,0.0,26.0,203,Moderately Updated
FAMILY,3.2,12,1000,Free,Everyone,Casual,4.0,0.0,13.0,186,Moderately Updated
MEDICAL,3.8,4,1000,Free,Everyone,Medical,3.0,0.0,2.9,798,Outdated
MEDICAL,3.9,31,1000,Free,Everyone,Medical,4.4,0.0,10.0,936,Outdated
MEDICAL,4.2,34,1000,Free,Everyone,Medical,3.0,0.0,3.2,665,Outdated
SHOPPING,Unrated,0,10,Free,Everyone,Shopping,4.4,0.0,2.5,230,Moderately Updated
MEDICAL,4.0,11,1000,Free,Everyone,Medical,4.0,0.0,1.8,273,Moderately Updated
HEALTH_AND_FITNESS,3.9,26,1000,Free,Everyone,Health & Fitness,4.1,0.0,12.0,60,Recently Updated
HEALTH_AND_FITNESS,2.1,32,1000,Free,Everyone,Health & Fitness,4.3,0.0,9.6,78,Recently Updated
LIFESTYLE,1.8,5,1000,Free,Everyone 10+,Lifestyle,4.1,0.0,18.0,177,Moderately Updated
MEDICAL,4.2,70,10000,Free,Everyone,Medical,4.4,0.0,1.9,803,Outdated
MEDICAL,2.0,1,50,Free,Everyone,Medical,5.0,0.0,29.0,407,Outdated
EVENTS,Unrated,0,1,Paid,Everyone,Events,4.1,109.99,6.7,350,Moderately Updated
HEALTH_AND_FITNESS,3.4,2256,500000,Free,Everyone,Health & Fitness,4.0,0.0,1.6,1469,Outdated
GAME,4.7,191,5000,Free,Everyone,Trivia,4.1,0.0,7.2,8,Recently Updated
TOOLS,4.6,18,100,Free,Everyone,Tools,4.0,0.0,4.0,129,Moderately Updated
PRODUCTIVITY,3.6,26,5000,Free,Everyone,Productivity,4.0,0.0,1.2,1177,Outdated
HOUSE_AND_HOME,Unrated,0,100,Free,Everyone,House & Home,2.3,0.0,5.6,436,Outdated
TOOLS,4.4,8259,1000000,Free,Everyone,Tools,4.0,0.0,3.5,21,Recently Updated
FAMILY,4.6,41,1000,Free,Everyone,Education,2.3,0.0,9.2,397,Outdated
PRODUCTIVITY,Unrated,17,1000,Free,Everyone,Productivity,4.0,0.0,1.2,1177,Outdated
PRODUCTIVITY,Unrated,9,1000,Free,Everyone,Productivity,4.0,0.0,1.2,1177,Outdated
NEWS_AND_MAGAZINES,Unrated,2,50,Free,Everyone,News & Magazines,4.1,0.0,8.8,20,Recently Updated
PRODUCTIVITY,3.8,8211,5000000,Free,Everyone,Productivity,4.4,0.0,4.1,19,Recently Updated
BUSINESS,Unrated,0,100,Free,Everyone,Business,4.4,0.0,2.5,50,Recently Updated
TOOLS,3.0,2,100,Free,Everyone,Tools,4.4,0.0,2.7,302,Moderately Updated
PERSONALIZATION,4.5,43,10000,Free,Everyone,Personalization,4.0,0.0,28.0,135,Moderately Updated
PERSONALIZATION,4.4,16,5000,Free,Everyone,Personalization,7.0,0.0,6.7,151,Moderately Updated
FOOD_AND_DRINK,4.8,18,5000,Free,Everyone,Food & Drink,4.0,0.0,3.5,723,Outdated
TOOLS,4.3,3068,100000,Free,Everyone,Tools,4.0,0.0,6.0,19,Recently Updated
FOOD_AND_DRINK,3.7,3,1000,Free,Everyone,Food & Drink,4.1,0.0,27.0,156,Moderately Updated
PERSONALIZATION,4.5,13466,500000,Free,Everyone,Personalization,5.0,0.0,3.4,50,Recently Updated
FOOD_AND_DRINK,Unrated,3,100,Free,Everyone,Food & Drink,4.0,0.0,12.0,618,Outdated
FAMILY,4.4,77,10000,Free,Everyone,Education,2.3,0.0,10.0,397,Outdated
TOOLS,4.5,28030,1000000,Free,Everyone,Tools,4.1,0.0,9.0,6,Recently Updated
LIFESTYLE,1.6,242,50000,Free,Everyone,Lifestyle,3.0,0.0,36.0,86,Recently Updated
FOOD_AND_DRINK,Unrated,0,50,Free,Everyone,Food & Drink,4.0,0.0,12.0,616,Outdated
FOOD_AND_DRINK,Unrated,0,100,Free,Everyone,Food & Drink,4.0,0.0,3.6,190,Moderately Updated
SHOPPING,Unrated,0,100,Free,Teen,Shopping,4.1,0.0,19.0,37,Recently Updated
FOOD_AND_DRINK,Unrated,1,50,Free,Everyone,Food & Drink,4.1,0.0,13.0,22,Recently Updated
FAMILY,Unrated,0,100,Free,Everyone,Education,4.2,0.0,33.0,6,Recently Updated
FOOD_AND_DRINK,Unrated,0,5,Free,Everyone,Food & Drink,4.1,0.0,14.0,133,Moderately Updated
SHOPPING,Unrated,0,10,Free,Everyone,Shopping,4.1,0.0,0.24,569,Outdated
TOOLS,Unrated,40,1000,Free,Everyone,Tools,5.0,0.0,24.0,194,Moderately Updated
FOOD_AND_DRINK,3.8,1103,100000,Free,Everyone,Food & Drink,4.1,0.0,6.6,61,Recently Updated
FAMILY,4.3,21804,1000000,Paid,Everyone 10+,Role Playing,2.3,0.99,44.0,36,Recently Updated
GAME,4.3,20691,1000000,Free,Everyone,Racing,4.4,0.0,89.0,8,Recently Updated
LIFESTYLE,3.0,859,100000,Free,Everyone,Lifestyle,2.2,0.0,3.5,20,Recently Updated
SPORTS,4.0,232,50000,Free,Everyone,Sports,5.0,0.0,32.0,7,Recently Updated
LIBRARIES_AND_DEMO,4.2,130287,10000000,Free,Everyone,Libraries & Demo,4.1,0.0,50.0,877,Outdated
PRODUCTIVITY,4.8,5865,100000,Paid,Everyone,Productivity,4.1,4.49,15.0,21,Recently Updated
VIDEO_PLAYERS,4.0,46,5000,Free,Everyone,Video Players & Editors,3.0,0.0,3.1,1206,Outdated
FAMILY,4.5,41,5000,Free,Everyone,Simulation,4.1,0.0,30.0,207,Moderately Updated
FAMILY,Unrated,1,100,Free,Everyone,Entertainment,4.1,0.0,34.0,341,Moderately Updated
FINANCE,4.7,413,10000,Free,Everyone,Finance,5.0,0.0,13.0,70,Recently Updated
SOCIAL,1.9,16,1000,Free,Everyone,Social,4.0,0.0,2.6,769,Outdated
SOCIAL,4.9,29,500,Free,Everyone,Social,5.0,0.0,2.5,141,Moderately Updated
SOCIAL,4.7,2068,100000,Free,Everyone,Social,2.2,0.0,7.5,1578,Outdated
FAMILY,Unrated,4,100,Free,Everyone,Entertainment,2.3,0.0,0.56,210,Moderately Updated
FAMILY,4.9,1288,10000,Free,Everyone,Education,4.1,0.0,26.0,28,Recently Updated
SOCIAL,4.8,1902,100000,Free,Everyone,Social,2.1,0.0,5.2,1525,Outdated
PRODUCTIVITY,Unrated,0,0,Paid,Everyone,Productivity,4.1,154.99,5.4,257,Moderately Updated
BUSINESS,Unrated,0,50,Free,Everyone,Business,4.2,0.0,28.0,343,Moderately Updated
BUSINESS,4.5,43,100,Free,Everyone,Business,2.3,0.0,92.0,19,Recently Updated
PERSONALIZATION,Unrated,19,1000,Free,Everyone,Personalization,2.1,0.0,0.2,621,Outdated
GAME,5.0,7,5,Free,Everyone,Arcade,4.1,0.0,19.0,16,Recently Updated
BUSINESS,Unrated,30,100,Free,Everyone 10+,Business,2.3,0.0,93.0,23,Recently Updated
VIDEO_PLAYERS,3.9,1016,50000,Free,Teen,Video Players & Editors,4.1,0.0,13.0,72,Recently Updated
FAMILY,Unrated,0,50,Free,Everyone,Entertainment,4.0,0.0,1.8,448,Outdated
NEWS_AND_MAGAZINES,Unrated,49,5000,Free,Everyone,News & Magazines,4.0,0.0,10.0,256,Moderately Updated
VIDEO_PLAYERS,Unrated,23,1000,Free,Everyone,Video Players & Editors,4.2,0.0,7.5,132,Moderately Updated
FAMILY,4.8,1304467,10000000,Free,Everyone,Strategy,4.1,0.0,68.0,12,Recently Updated
TOOLS,4.3,1320,100000,Free,Everyone,Tools,2.0,0.0,0.76,1790,Outdated
BOOKS_AND_REFERENCE,4.6,156,10000,Free,Everyone,Books & Reference,2.3,0.0,2.1,58,Recently Updated
FAMILY,Unrated,1,10,Free,Everyone,Education,4.4,0.0,9.2,27,Recently Updated
GAME,4.1,1167,100000,Free,Teen,Action,4.1,0.0,72.0,97,Moderately Updated
GAME,3.8,8175,1000000,Free,Everyone 10+,Arcade,4.1,0.0,31.0,217,Moderately Updated
GAME,2.4,45,10000,Free,Teen,Card,4.1,0.0,4.1,712,Outdated
GAME,2.8,48,10000,Free,Teen,Card,4.1,0.0,13.0,850,Outdated
GAME,4.5,947515,10000000,Free,Teen,Action,4.1,0.0,60.0,14,Recently Updated
GAME,4.1,13304,1000000,Free,Everyone,Arcade,4.0,0.0,1.3,616,Outdated
FAMILY,4.6,9,1000,Free,Everyone,Education,4.1,0.0,6.9,84,Recently Updated
VIDEO_PLAYERS,4.3,9966,1000000,Free,Everyone,Video Players & Editors,2.1,0.0,5.5,495,Outdated
FAMILY,4.6,70335,500000,Free,Teen,Simulation,4.3,0.0,58.0,295,Moderately Updated
COMMUNICATION,5.0,1,50,Free,Everyone,Communication,2.3,0.0,0.67,1070,Outdated
FAMILY,3.9,14,1000,Free,Teen,Entertainment,2.2,0.0,0.58,1820,Outdated
